path,label,prob,necrotic-cluster,slough-cluster,granulation-cluster
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/not_Infected/001729_30_jpg.rf.PFCsvoY3qmmgUlIwY7KR.jpg,0,0.09260447323322296,0.30941280722618103,0.6211886405944824,0.06939863413572311
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/not_Infected/000528_20_jpg.rf.0Zv0Biu0eM8z1QD2iSCG.jpg,0,2.5637047656346112e-05,4.887581235379912e-05,0.6766533255577087,0.32329773902893066
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/not_Infected/001806_30_jpg.rf.NQKm7dqkzXocnJOQzFLD.jpg,0,0.6406158208847046,0.7471156716346741,0.2156137377023697,0.03727056086063385
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/not_Infected/000836_31_jpg.rf.sXmnYz6qVmEhZ9ygqn2Q.jpg,0,0.0015929819783195853,0.7136385440826416,0.2729951739311218,0.013366260565817356
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/not_Infected/000687_20_jpg.rf.ls1IvKjsCMboUNziwLos.jpg,0,0.9461568593978882,0.7898809909820557,0.20647765696048737,0.003641442395746708
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/not_Infected/001922_20_jpg.rf.8gTNK74QlA1hs8bGKlax.jpg,0,0.010966571979224682,0.02038569003343582,0.8411139249801636,0.13850031793117523
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/not_Infected/001853_20_jpg.rf.L2Sa9ANIwfxXQjYxSHXI.jpg,0,0.6512229442596436,0.590287446975708,0.17468413710594177,0.23502840101718903
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/not_Infected/000750_10_jpg.rf.kwknukBdXz4ayQrbHdvV.jpg,0,0.986660361289978,0.3517811894416809,0.6117547750473022,0.03646394610404968
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/Infected/000597_30_jpg.rf.Tws0S0qF2iZpDE5DEB0k.jpg,1,0.8932965993881226,0.34637996554374695,0.6487333178520203,0.004886804614216089
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/Infected/000597_10_jpg.rf.y7VprZ6Q466WcJhKchNQ.jpg,1,0.9995726943016052,0.18607832491397858,0.3310548663139343,0.4828668236732483
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/Infected/001427_10_jpg.rf.6YTSDMxyvGx0O7xlRhpD.jpg,1,0.9999755620956421,0.13825294375419617,0.413707971572876,0.44803911447525024
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/valid/Infected/000636_30_jpg.rf.dBxhfKIYY52AYPwfpsaH.jpg,1,0.9899821877479553,0.6340975761413574,0.2166758030653,0.14922654628753662
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/Infected/001042_20_jpg.rf.4pVprmDjYVT42utqwZ10.jpg,1,0.9896858334541321,0.09102199971675873,0.4666026532649994,0.44237539172172546
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/valid/Infected/001978_32_jpg.rf.fwUGoCdTI1tiJkugVXyz.jpg,1,0.9754016399383545,0.6677939891815186,0.24388018250465393,0.0883258581161499
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/Infected/000884_10_jpg.rf.Yc02tJ2BAZv33metfW51.jpg,1,0.9999693632125854,0.49999353289604187,0.4050954282283783,0.09491104632616043
/Users/mustaphanasser/Documents/computer_application/DFU_project/data/DFUC_2024/data/train/Infected/000608_30_jpg.rf.ztgs86vCRHmak0Q2NZ6z.jpg,1,0.9889418482780457,0.3043448030948639,0.093023881316185,0.6026314496994019
